injectionID,10_17_DiHDoHE,10_HDoHE,10_NO2_LA,11_12_DiHETrE,11_HDoHE,11_HETE,11b_PGE2,11b_PGF2a,12_13_DiHODE,12_13_DiHOME,12_13_EpOME,12_HEPE,12_HETE,12_HHTrE,13_14dihydro_15k_PGE2,13_HDoHE,13_HODE,13_HpODE,13_KODE,14_15_DiHETrE,14_HDoHE,15_HEPE,15_HETE,15_HETrE,15deoxy_delta_12_14_PGJ2,16_HDoHE,17_18_DiHETE,17_HDoHE,18_HEPE,19_20_DiHDPA,19_20_EpDPE,1_AG_2_AG,1_LG_2_LG,1_OG_2_OG,20_HDoHE,20_HETE,2_AGE,5S_14R_lipoxinB4,5_6_DiHETrE,5_HETE,5_HETrE,5_iPF2a_VI,7_HDoHE,8_12_iso_iPF2a_VI,8_9_DiHETrE,8_HDoHE,8_HETE,8_HETrE,8iso_15R_PGF2a,8iso_PGA1,8iso_PGA2,8iso_PGE1,8iso_PGE2,8iso_PGF2a,9_10_13_TriHOME,9_10_DiHOME,9_10_EpOME,9_12_13_TriHOME,9_HEPE,9_HODE,9_HOTrE,9_HpODE,AEA,CA,CDCA,Cortisol,DCA,DEA,DHEA,EPEA,ETAEA,FA18.1_w9,FA18.2_w6,FA18.3,FA20.3_w3,FA20.3_w6,FA20.3_w9,FA20.4_w6,FA20.5_w3,FA22.4_w6,FA22.5_w3,FA22.5_w6,FA22.6_w3,GLCA,HDCA,LCA,NADA,NO2_aLA,PGA1,PGA2,PGB2,PGD2,PGE1,PGE2,PGF2a,PGJ2,TCA,TCDCA,TDCA,THDCA,TLCA,TUDCA,UDCA,delta17_6_keto_PGF1a,thromboxane_B2,LPS22.6,FA18.3_w3,LPI16.1,LPE18.2,LPA14.0,LPA16.0,LPE20.5,LPA18.2,LPA18.0,LPI16.0,LPE18.0,LPA20.3,LPI18.2,LPA20.5,LPE18.3,LPE18.1,LPA16.1,LPE22.4,LPI18.1,LPI22.6,Sphingosine1P18.1,LPA18.1,LPA22.4,LPG22.4,LPG18.1,LPG20.4,cLPA18.1,LPS16.0,Sphingosine1P18.2,cLPA18.0,LPG14.0,LPE22.6,LPS20.4,LPE16.1,LPG20.3,LPI22.4,LPS18.0,LPG18.0,Sphingosine1P16.1,LPS18.2,Sphinganine1P18.0,LPA22.6,LPE20.4,LPS18.1,cLPA16.1,LPA22.5,LPE20.3,LPG16.1,LPE22.5,LPE14.0,cLPA18.2,LPS22.4,LPE16.0,LPG22.6,LPA20.4,FA18.3_w6,LPG16.0,LPI20.4,LPI18.0,cLPA20.4,LPG18.2,cLPA14.0,SampleID,Group
39,,5578.625,6802.197,8669.72,2511.334,2389.326,,,95476.058,145826.97,,18645.439,12458.437,7694.33,38555.395,,12318.298,,113212.961,18373.749,17936.672,,,,67202.69,3396.843,10522.619,,,26370.199,,2599477.734,5152556.67,10204342.952,,,,64549.941,5317.533,11462.949,55992.355,,,10431.689,12340.222,,,,,19676.583,,,16064.736,,239011.595,5333.011,7605.554,76893.006,,24732.301,7041.673,12883.651,48580.009,7136163.683,186304.628,,108673.938,2601.921,46146.075,2581.99,85183.756,75934.487,115902.516,333288.548,54278.91,16662.749,59820.625,1634734.141,1101730.251,186865.191,54534.978,103012.485,13871925.228,,41954291.753,14882795.662,27068.705,26430.463,,,,15617.147,,38580.298,,,19706253.099,3483537.51,4824216.146,27366198.457,1922350.919,52534420.005,121143678.455,13847.495,5181.353,11759.607,23166.122,9587.609,392078.365,851.292,85941.367,97778.258,180915.846,83724.414,37682.13,2248509.3,1478.18,57098.291,3713.802,7119.895,989430.965,18278.597,92344.724,120102.636,8021.283,731344.958,106738.436,15542.563,2863.901,161837.165,19237.442,29498.538,1079090.242,133586.835,50956.927,8331.887,746977.048,12230.714,50911.281,12123.112,2709.64,23115.008,31261.482,97078.086,2952.323,290637.848,28496.714,803624.167,5220.04,594737.12,7665.338,142300.37,37454.579,53359.565,4563.562,21469.562,4462.879,1367042.207,14662.282,69899.769,11394.002,89970.082,404186.09,390620.126,6608.563,98778.625,36507.067,243,NGBB
4,,46662.332,20524.957,17298.997,5060.524,3951.439,,10304.704,104462.399,1170231.311,23719.846,251894.36,259855.165,37540.339,38260.197,,70822.518,,153433.842,37104.875,297478.479,,,24865.916,206885.248,6233.732,10590.88,14427.158,,33545.034,,7029024.31,35622472.195,18913761.514,,3831.353,,88610.674,6209.77,15347.648,94748.852,,,5790.502,10476.123,,,,,23282.308,,5242.286,10888.182,,490106.386,22693.727,16994.823,133790.362,,65041.041,17095.221,17706.144,89679.218,641751.376,3041.324,,30140.63,3748.828,56156.042,2377.328,67348.741,59791.471,208995.854,1267919.477,118700.049,20631.229,37068.516,3261704.273,1725296.106,610032.135,60452.869,296141.879,22584439.549,,10863277.843,4966393.782,55898.819,25450.592,44650.578,,,18487.989,9322.411,21392.273,,,15234087.678,460514.873,1475879.418,9582624.918,614695.152,6418922.277,8672508.197,14651.757,30375.118,89263.704,60973.398,20846.656,1253083.935,704.535,145150.813,264231.217,717389.484,36825.415,70233.664,2135296.435,5805.228,525826.569,3588.509,17033.669,877054.322,28505.329,262662.489,105377.025,24345.734,1196698.552,124446.611,18042.838,3281.515,198124.605,46969.129,28171.021,111452.852,174887.613,56968.458,2315.176,1828203.707,120343.844,71191.467,18680.468,6947.016,46962.889,36839.963,34211.771,55638.494,256552.055,64654.376,1888904.835,22448.364,708704.652,5145.819,140216.07,36570.253,105618.509,6408.327,45096.676,12412.551,2046416.394,32824.503,246066.808,40585.995,78276.562,1755739.306,423161.802,10348.469,313516.291,23224.886,183,Chow control
40,,14841.524,19240.412,12181.11,3770.946,2550.163,,,,429288.463,19050.0,71604.563,46298.403,20762.329,16423.23,,31122.652,,180932.323,26640.908,93472.401,,3441.174,15596.101,136132.296,3005.082,9477.17,21434.952,,27894.134,,3834744.591,8414576.132,16740753.299,,1189.227,,111884.508,6585.564,13114.459,68395.754,,,8113.903,10161.405,,,,,22548.801,,179.189,8101.83,,587945.32,15653.15,7645.397,153942.954,,41048.392,7006.505,20183.421,50319.506,2774240.579,38014.236,,57489.219,2491.023,46009.795,2411.221,65860.27,77260.377,130717.141,422916.896,50551.564,15645.84,47820.039,1878700.051,1253578.464,237297.938,64053.121,146239.032,18747227.631,,9373256.717,10103070.477,39157.254,27960.833,,,,21036.963,19480.833,18887.274,,,5761140.863,685235.819,1671589.301,10309748.478,728848.464,23936243.894,25984765.277,18690.062,20037.22,43793.898,16566.198,14401.606,454531.782,1298.348,101524.813,116032.986,281141.511,56691.209,52826.054,1471427.94,2418.989,58621.63,5722.518,10705.63,752446.191,27919.069,72888.378,97451.04,7457.734,668281.177,128267.673,14540.751,4030.896,179003.323,29932.739,33658.72,1001782.552,105912.361,48397.485,9042.621,719128.774,55206.745,49924.875,13629.13,1036.002,47113.638,32557.626,73875.934,9358.101,202008.449,32587.972,863714.948,21472.806,588170.264,3170.489,116437.935,42629.404,39990.719,4955.814,16669.63,7659.788,1252641.622,18767.911,88405.739,17440.612,104477.791,500802.279,344477.697,3702.823,118916.74,43200.964,102,FMT_NGBB
41,,11093.697,67732.189,7461.225,2811.865,2110.035,,,70735.725,262415.8,24541.95,43248.517,29265.949,4048.172,24705.303,,36029.405,,187777.905,13535.626,66872.96,,,16790.281,45653.534,2300.317,,16091.942,,19156.069,,1262880.497,3100806.185,7030487.42,,,,153329.567,8469.622,10077.513,74901.655,,,6985.224,10589.885,,,,,24238.86,,,12679.761,,741432.42,8544.275,15854.756,245296.206,,53741.765,9229.997,19163.393,48092.132,3490239.205,60064.405,,51892.616,1820.576,45817.642,3185.625,54380.908,67195.261,101800.865,256662.497,28990.804,13580.367,51039.665,1223028.256,658462.522,153627.34,47072.215,84172.753,10977630.376,,9184264.052,3361113.637,36156.001,31042.711,37575.961,,,13259.569,,11592.986,,,4905824.766,793666.111,2147705.38,9740048.798,611768.763,11628017.149,47221161.814,15709.716,4874.497,10818.634,16478.363,8651.218,248204.912,637.893,56266.075,58847.571,100304.334,74297.989,43275.153,1782272.242,1593.893,31132.281,1790.939,6689.685,818969.987,11356.523,61552.327,89025.052,2530.471,710828.004,78375.06,7112.63,2063.258,82403.995,12920.121,29859.728,991264.289,113951.006,38518.409,5162.434,343131.136,10815.261,40490.078,7342.961,1987.102,30057.7,27326.117,85242.158,2396.499,201368.682,13767.253,400827.105,7759.236,640382.117,4118.79,78694.827,23258.34,33407.155,2065.276,18655.005,2936.395,1150844.861,9170.698,39025.47,17641.944,67815.925,213352.86,318279.521,4058.722,68754.99,37289.586,143,NGBB
42,,15731.579,18420.421,9105.28,3034.571,3516.677,,,,293257.302,16607.021,120052.583,80349.427,22199.72,37558.15,,27118.125,,147752.786,18472.81,106263.675,,3741.129,11268.376,77008.58,3232.986,6576.755,4864.647,,22394.906,,4017693.474,9217831.971,17327725.459,,2501.942,,96254.921,9044.82,11733.735,79032.157,,,8467.123,12899.701,,,,,21313.857,,806.862,12451.889,,476731.902,10129.517,8710.252,138845.932,,37513.131,9049.686,18422.621,40319.427,652744.843,40677.037,,44422.763,2249.194,43316.684,2367.204,49431.12,61054.057,111196.163,538263.615,37754.307,11572.72,48639.276,1385648.265,1052559.325,165113.759,44775.996,78685.831,12002829.512,,8979722.736,9272383.093,34293.789,42045.914,,,,16879.498,15369.47,39002.011,,,17311307.359,1659258.474,2281770.957,13918394.914,774556.431,31213895.712,36100091.054,13125.91,23180.882,36337.975,20630.971,14305.543,694674.247,1036.939,88402.525,156528.545,292318.031,68820.414,39296.72,1885195.599,3359.26,75768.401,3998.945,12503.066,867458.347,30597.649,77638.012,90497.3,8550.166,781386.752,119255.935,10898.513,2838.202,165223.601,21713.935,31608.87,982007.281,88992.894,44984.839,8562.749,887392.264,56425.374,60226.556,12853.472,2172.67,41322.182,32095.341,66935.175,14529.274,284641.208,25219.95,879999.064,19906.926,616586.652,1575.674,231903.997,26570.566,42431.138,2116.602,16662.55,4421.004,1386227.622,14363.4,83308.521,21814.389,97527.239,629594.749,386285.335,3174.235,107801.151,24527.595,93,Placebo
43,,10755.556,24723.131,13653.716,4709.514,2990.161,,,140071.609,347509.223,12282.051,54979.076,40248.887,15056.826,75382.431,,25963.141,,186957.559,29480.276,78166.17,,4419.078,13780.91,100800.176,4654.275,12716.842,13791.539,,25504.669,,2784431.88,4520468.19,9594284.898,,4889.388,,150729.766,5226.929,13013.553,78923.633,,,7896.937,14215.181,,,,,20553.124,,1132.428,27240.801,,553579.579,10563.711,6346.476,220781.153,,38049.428,7712.387,23106.328,43629.476,2817816.687,38305.056,,33300.482,1884.225,40682.668,3509.043,109233.922,78046.072,122771.284,465181.487,45973.645,16011.49,88025.461,1575833.881,846935.828,191095.793,46879.962,133627.06,15389217.922,,7739930.619,6267165.006,38071.825,32578.945,27200.149,,,20479.558,21428.842,21011.912,,,2447279.793,886545.593,1779959.145,5728142.888,1627863.058,17858033.31,21837757.489,14376.206,11900.71,13348.729,16907.165,5662.493,276757.409,1139.021,68173.669,56253.871,154479.729,63987.089,42501.129,1461387.867,3268.106,35011.844,2093.02,2410.546,853026.505,15537.065,61131.16,66013.543,6241.145,770064.645,88028.971,12041.689,2043.158,130528.134,12523.01,29328.537,927982.982,99224.453,27819.068,3780.002,450939.348,22728.993,36692.918,9329.673,1554.984,41666.502,35677.741,63309.272,5375.134,227772.425,12354.446,451875.643,10413.001,555134.891,3370.056,72736.753,22169.64,34074.463,2037.126,15110.375,3981.294,1429549.34,10843.052,64707.06,14185.108,79963.882,228482.194,317901.743,2451.053,87263.937,37922.786,251,FMT_NGBB
44,,7266.163,300755.068,11134.03,,1603.433,,,70916.901,185048.038,14814.827,36468.884,24572.953,6340.723,46584.588,,116846.277,,268215.124,18460.367,32559.979,,,,49851.189,4361.453,9355.661,4296.415,,34891.013,,2866207.151,6039698.795,13031696.329,,3122.744,,120619.409,9907.324,,72264.919,,,11449.92,11869.695,,,,,17746.873,,4621.935,19091.548,,537020.662,5597.044,16142.429,141509.6,,234883.398,27072.532,30266.543,51441.787,4248225.565,67872.966,,107112.502,1266.268,46324.984,3759.447,64577.631,86769.508,157868.181,350079.536,48526.537,18832.355,54263.337,1633187.812,838231.107,202704.962,48620.681,98881.258,14580863.47,,25851658.111,13335361.934,37462.535,29422.275,,,,17631.479,,14590.253,,,17845894.872,3370776.417,4671483.868,17091631.941,1710311.752,51279991.178,58683853.496,15586.243,6522.25,10964.841,16888.726,7701.415,397286.767,900.332,60108.507,102111.562,205677.215,48356.755,49217.54,2614779.983,2669.491,53976.318,3722.68,1521.363,1135367.947,22587.788,105527.744,94472.462,8933.415,797598.309,118150.094,15360.596,1505.823,129160.385,18285.869,42089.443,1006175.306,116888.197,47372.307,5673.13,797574.75,14513.699,52377.333,11153.632,3336.056,34223.826,28312.656,70290.596,3521.585,274700.555,26389.885,921649.167,7431.652,688934.989,4605.851,181023.061,39789.425,52545.804,6812.145,16347.005,7037.727,1783818.186,17496.058,78212.513,8596.228,90099.147,468733.994,469967.004,4272.509,106749.299,37138.853,241,NGBB
45,,19531.048,68968.183,12188.754,6211.261,2025.388,,,,443654.419,37169.478,90437.951,38552.449,11063.528,50232.419,,84220.43,,339180.13,15692.745,100414.07,,,,83352.202,5148.581,11860.489,3570.603,,30583.277,,1001495.714,1585434.765,2975656.325,,2099.747,,222289.502,8063.521,9901.07,78079.69,,,9155.252,11988.643,,,,,21248.678,,,20737.431,,1123071.566,17093.005,19056.783,408217.509,,137611.043,16614.535,34770.232,52309.526,1300515.925,42920.454,,44029.331,2795.103,52303.553,3243.415,67397.568,74179.448,124820.598,387215.931,41313.597,11905.633,42817.07,1177321.074,850108.484,175863.926,51539.359,114850.093,12444758.021,,8964371.544,10161816.833,27844.159,38592.587,,,,13808.016,,36720.526,,,3679236.503,1069433.676,1861362.807,2279615.26,1038502.487,13265002.409,31172930.391,15878.588,6680.262,8721.145,22541.609,8428.903,323925.181,637.445,41709.431,80496.083,101854.806,54763.173,60478.906,2583500.387,1634.15,46391.93,1602.382,2542.131,1113601.025,7180.256,66431.037,77353.243,3947.659,1276154.22,57652.359,10090.85,2161.357,105178.259,6718.83,30126.707,1093263.635,185546.908,45995.197,7710.203,458443.909,10805.691,57597.776,7355.184,2938.316,41131.681,41199.218,146441.961,2393.424,346073.282,13777.868,412472.411,9802.36,655995.908,5316.235,95797.024,27578.026,53297.172,4341.276,18056.724,8668.401,1714359.145,8509.999,34249.122,4948.41,81504.123,194807.426,394640.726,1062.146,86212.471,37190.161,72,FMT_NGBB
46,,14982.526,16705.897,11360.279,6566.052,2699.007,,,35964.788,417590.605,15820.231,73857.531,36717.059,8088.767,19345.011,,32703.982,,157565.431,18503.493,71905.563,,,,121195.654,4352.034,8634.934,7419.277,,20495.548,,4095522.52,8670283.247,18350225.774,,2816.52,,119003.036,14643.746,19554.59,77232.273,,,9771.679,18121.323,,,,,24763.429,,4540.636,10575.987,,528281.31,13675.683,10176.758,153574.536,,55030.098,6914.13,15080.186,54129.566,726538.007,38630.21,,60053.981,2598.476,49962.68,2244.819,59216.263,84332.762,147715.078,462792.303,46603.506,13429.777,46089.292,1344063.822,1304500.507,165852.533,45151.154,70636.61,11477481.021,,9855938.348,10403249.476,53647.089,39880.819,,,,10698.004,10917.348,21007.692,,,12958255.24,1430668.282,3848710.408,4326811.885,688073.767,21822314.875,23126348.756,14282.116,6632.307,16090.81,22299.509,12098.725,726520.985,928.891,60579.814,179234.509,281001.974,48219.004,75470.491,2664458.314,3294.18,90793.298,3660.136,7027.925,1365842.148,25316.448,85698.096,128318.576,8393.813,1144095.296,133954.811,9544.405,1465.339,161133.74,15675.999,35561.629,912833.752,167501.742,45695.042,10215.704,674071.248,382.049,89074.042,13507.942,1829.381,23150.31,43340.166,126369.356,6194.447,329339.043,23627.056,731136.72,6606.734,722227.224,3293.381,179668.268,45017.105,59824.954,5805.962,16208.329,7612.866,1969351.339,11771.961,70369.252,19942.563,106704.491,378950.136,398713.076,1922.705,130037.38,44118.103,61,NGBB
47,,90387.009,18100.506,16337.94,5627.435,5827.476,,,36286.131,377184.786,13656.645,302380.204,286806.524,63214.399,36943.66,,52065.127,,107755.813,28069.757,658986.988,,5889.584,61932.022,144760.776,5423.144,16074.28,23986.063,,39346.395,,2022980.851,3946589.216,10325126.237,,3027.629,,92722.366,8722.673,15995.56,314663.503,,,14074.0,15639.159,,,,,27098.528,,,17868.975,,300769.446,12094.406,10012.769,114089.349,,29120.277,9072.886,17882.615,33348.628,4193881.364,186127.424,,36703.321,1724.34,33089.389,1323.9,88254.72,74949.648,115753.541,409131.553,47264.291,9408.302,125067.387,1686241.895,712328.37,162823.818,26379.018,202541.0,13277387.363,,14908414.439,1678258.065,31054.321,30552.317,39076.404,,,23448.518,13537.041,22447.764,,,3078053.418,700757.244,631621.003,2108411.907,254404.633,53994061.97,179903180.556,16361.251,90575.191,63777.227,10843.927,16006.504,552234.69,1098.552,61261.2,126569.067,163094.394,34643.214,71849.98,1670079.975,2431.3,80785.2,3201.089,2521.522,1438283.095,18464.93,80308.613,176543.208,11108.993,1148659.246,99479.723,8092.078,3886.378,236997.918,18713.378,33692.102,1114629.418,91672.175,38811.248,14530.088,803179.833,75789.143,75992.245,9630.298,5867.95,80069.319,58854.052,47467.607,11215.991,257915.426,17645.097,963443.697,38577.901,683368.837,,135913.215,28316.86,44653.361,8472.236,17659.266,13357.426,1624392.528,26732.613,70494.043,22470.829,128477.627,686273.099,565921.474,4838.162,146022.337,43397.821,132,FMT_NGBB
48,,17247.443,51550.962,12415.553,3883.793,3649.625,,,101282.861,161275.045,14446.076,100644.53,69068.782,8775.599,47941.291,,31190.818,,189453.659,17770.112,105974.402,,,11492.432,63722.258,3376.008,9638.425,5852.903,,27676.603,,1615528.587,4395477.1,12554332.219,,,,138396.049,7537.306,12293.555,91048.375,,,12093.353,10950.701,,,,,21222.071,,177.977,13761.817,,461950.887,5492.215,11579.295,115368.372,,45474.04,9882.397,22495.865,63941.187,4094464.945,111594.241,,72707.416,3178.886,56027.254,2090.094,66380.927,81013.256,135501.09,396166.76,45106.474,11627.724,54933.923,1327758.987,967611.808,200263.713,56463.066,103132.49,12623332.625,,10239714.754,8502285.781,33207.642,33966.104,29967.981,,,22274.462,9940.891,22033.335,,,26564655.651,2322690.623,4995788.183,30159040.47,921621.84,55002632.409,111156804.823,17744.909,6848.31,18548.362,15128.27,19373.878,740008.673,617.384,63885.277,177949.418,216097.934,44225.576,55661.236,2569442.223,2223.221,65431.336,3414.949,13977.52,1667643.854,29141.05,83466.662,132104.062,6685.17,1036674.135,126691.166,10393.89,2866.184,221272.302,18741.287,43798.133,1002197.134,156790.257,43989.289,12015.949,522936.849,21966.186,100199.014,11110.706,3436.601,32501.647,52813.615,118454.218,5025.062,251637.623,17825.709,842323.715,8775.933,1410907.098,3991.216,229578.716,62569.398,59672.426,5366.091,20102.726,5787.536,1901352.488,12097.607,54530.74,13751.394,119462.137,361924.021,414757.257,3665.005,162012.2,38282.487,201,Placebo
49,,24664.06,20869.361,21032.121,3967.407,1685.314,,9552.299,139807.231,1443426.825,26692.555,135870.44,77155.106,5108.883,32608.382,,63229.553,,147462.869,43544.192,148482.407,,,8927.554,199823.275,7161.552,18409.155,7830.958,,32412.941,,3171826.364,14179569.895,5554640.49,,2946.73,,81489.52,6914.165,11421.695,61683.328,,,8175.105,14086.233,,,,,19454.629,,197.751,10008.018,,492448.566,28813.167,12177.142,155845.852,,76305.888,20557.864,18393.089,65033.18,6579583.755,35295.336,,38096.63,1755.712,52123.847,3829.185,41760.52,56980.608,237730.595,1973846.939,71171.928,17589.515,40514.466,3019394.309,2067733.63,442780.398,74917.777,326336.745,23705127.089,,13914454.639,2396118.059,33258.249,28903.149,,,,22865.675,15541.1,29405.615,,,16682654.916,382974.69,1122225.686,6319889.697,167616.851,10918910.611,98932474.066,15343.742,12102.51,27168.731,68937.049,12862.149,1108911.826,752.107,74970.578,213708.066,513975.349,62971.6,61839.911,2188091.126,5034.082,278863.268,3973.553,14972.999,1065580.675,17290.235,174854.191,50437.487,9838.929,1009138.459,87984.667,18595.575,2717.315,110066.193,23886.164,27837.394,971104.556,130898.595,69787.456,5491.478,1196228.155,24934.157,59110.813,5325.963,4308.673,30233.985,32118.216,29997.525,11694.668,177994.888,42946.432,1278099.424,11533.885,565611.41,8112.374,96403.878,16047.094,78698.826,3717.13,38645.865,3875.752,2409676.058,18794.426,169636.494,59091.942,65852.264,774971.278,376849.214,13178.004,169861.901,18225.854,182,Chow control
5,,13996.976,14587.98,9011.725,4960.335,2922.547,,,54376.433,164889.166,,148324.678,99128.294,21289.814,46938.734,,15917.506,,126414.855,22800.919,112386.659,,,12314.021,119837.912,5189.437,,2180.335,,26233.703,,3169803.667,6263049.808,15616016.685,,,,69898.898,9877.82,13553.576,93366.326,,,12475.971,13429.004,,,,,31622.386,,3429.39,20968.811,,404994.659,,6681.014,143850.024,,28113.939,8676.314,16705.665,51137.989,2332930.2,133044.476,,72619.545,2161.056,50137.06,4342.311,113323.308,83949.995,126867.006,318901.574,52203.661,18131.139,71875.49,1900719.479,1130239.726,242801.614,51756.747,148339.589,17789339.99,,17674133.983,7762766.692,51559.975,34795.038,11992.786,,,21408.921,16013.749,29070.668,,,860611.504,392155.531,667958.39,1830530.652,404224.526,8554013.29,99877258.177,13098.01,25176.389,19573.265,12224.132,9542.169,465055.56,981.299,74396.801,120998.373,221297.441,39896.626,45125.066,2044762.032,2862.714,50424.813,5669.411,2436.379,910696.075,30397.709,98000.123,73436.574,6476.759,777428.516,123290.727,9052.35,1255.883,136694.682,18516.431,34989.256,87307.67,94701.97,36735.92,7060.657,817187.554,22851.577,71200.986,9573.348,1773.651,39100.921,36944.077,59959.808,4296.288,278519.596,33065.505,926988.778,14472.688,742446.401,4580.373,166508.966,32108.903,58626.112,3703.527,13183.253,5193.055,1608988.555,6810.718,83711.393,10261.216,75211.655,439000.79,372720.082,4682.437,113134.421,35813.257,221,FMT
50,,13954.106,52710.245,13999.875,7120.577,2248.548,,,,360911.792,25559.084,59479.061,37121.083,6501.436,43372.685,,54008.445,,286671.697,18363.965,79916.322,,,10500.165,118975.752,4776.412,5204.604,7546.182,,28423.971,,2606573.157,5172983.584,12915968.336,,2293.64,,202856.873,10029.847,11614.677,86574.077,,,14413.882,15807.072,,,,,18430.565,,,17365.625,,1001420.134,10256.588,13074.225,297609.166,,86459.739,10394.511,26191.737,62972.629,5836803.236,159695.735,,68941.935,3606.941,52181.128,1678.363,83676.55,91512.548,172985.737,339610.736,61391.216,15957.33,63303.879,1814118.389,1165321.947,236105.352,54599.21,135569.905,13345202.695,,23840337.347,6411579.363,49629.706,32529.909,,,,15842.085,,17219.788,,,7614896.235,1373939.283,1762819.777,12054483.632,881637.206,60022911.191,78321038.141,18729.925,5500.903,7330.464,16870.605,10798.779,419071.362,1792.658,37701.389,98006.925,136839.952,42964.066,44862.337,2666738.337,2693.502,66890.062,1894.545,3942.962,1409773.376,14845.027,120482.162,96933.782,8084.998,1226037.609,93099.683,11565.198,2255.764,138313.836,24676.472,37092.211,922916.997,202138.301,52105.17,10067.443,616376.686,12743.904,71856.217,12493.947,2145.705,31245.725,39648.758,160768.131,4281.046,412581.757,18179.919,730964.308,7897.886,879959.223,4128.16,145623.257,37336.041,69351.838,4535.844,22658.432,5800.306,1922113.284,11558.478,52404.122,18880.844,100931.552,384834.525,414827.341,4325.052,99683.823,45089.475,63,NGBB
52,,8945.145,9980.486,11942.387,,2453.235,,,53478.74,254271.432,13709.689,35088.447,24290.569,16375.7,45973.295,,18115.768,,150411.383,20989.102,31953.427,,,,54102.12,3687.525,12779.741,4999.493,,25615.303,,4672493.292,14139460.801,33740948.998,,,,109149.8,7057.288,12805.609,69322.957,,,11794.386,9981.614,,,,,20135.611,,478.973,15653.693,,368962.515,5336.688,6840.846,194832.594,,34811.685,11183.75,26599.29,58722.96,4443204.578,44578.731,,82847.566,,47269.165,1814.37,81225.436,68630.772,117181.321,618648.8,37053.83,17842.793,52109.712,1333613.004,994383.146,230042.352,47303.961,114240.265,13339674.212,,16744627.25,4991271.123,40369.022,19445.144,29487.301,,,15081.989,15831.418,23434.117,,,13147275.409,1157053.426,3104175.507,12856587.745,438842.123,33195794.46,62578982.094,14909.756,8004.372,22239.276,14781.045,24168.667,710460.913,923.824,65711.043,169743.333,246611.306,44513.703,59552.666,2114242.288,2246.145,84690.727,6542.164,14917.887,1307052.058,33958.76,90580.656,114279.21,7353.141,871216.556,119307.388,9017.186,2375.225,238594.862,22612.087,46189.158,996558.975,123613.835,39494.696,14511.091,638672.7,30681.319,89521.627,15510.374,3273.633,26370.863,43797.286,91144.588,7235.919,294129.963,19565.368,889725.91,8755.352,1123401.115,3976.96,294206.881,71317.219,58996.741,5576.808,22237.072,6179.35,1807494.52,17363.184,63686.703,14398.197,126928.525,444148.155,331167.677,5229.557,195852.194,41120.803,212,Placebo
53,,23154.235,22055.684,9781.599,6488.128,1912.056,,,8625.413,344777.696,29675.007,123390.735,57525.995,,50498.042,,35818.087,,198832.589,16364.698,105447.956,,,12502.77,85632.454,4037.93,10973.707,5320.825,,28288.845,,2749453.808,6297608.203,14209948.045,,1942.866,,143176.778,11687.209,17206.97,83448.577,,,9832.408,15509.626,,,,,21119.396,,,18390.705,,660687.331,12728.025,12714.813,187779.775,,53355.915,8879.53,16949.387,50585.388,3498202.171,39431.351,,56186.758,1688.178,51889.051,2970.602,65395.06,78937.745,121207.256,493808.98,48168.848,20800.231,41402.538,1390678.909,1072259.514,173139.693,54321.787,85077.991,13987035.276,,12850968.999,5997098.985,29777.144,35956.134,,,,23119.65,,20928.299,,,11714636.963,1098469.557,2846414.113,10220912.899,455481.817,30196913.112,25135696.806,15923.269,8418.499,15353.814,22406.71,20466.418,853991.617,1115.231,65607.88,185485.677,348745.843,45888.515,49437.276,2987763.08,3142.073,87295.772,4797.027,11498.58,1944996.821,32245.018,124828.38,131501.981,12083.571,1027744.086,162225.226,15139.011,4365.75,175625.418,19659.574,46265.68,937463.683,168109.417,51742.163,7270.882,950766.136,18159.019,97546.468,12237.252,5003.78,32156.266,45737.55,138756.306,4663.884,350581.553,34048.331,1169655.345,8233.565,1017009.373,6297.621,314711.586,43580.339,77079.378,3875.391,24046.003,5587.838,2222532.872,10501.799,81864.361,21484.417,105748.506,521804.542,539406.908,6699.904,126655.534,50259.507,121,Placebo
